customer_id,event_month,event_seq,Monthly_GB_Download,Monthly_Long_Distance_Charges,Revenue,Extra_Data_Charges,Refunds
C00018,2025-12-15,45,32.3318,15.0589,68.5414,1.1076,0.1389
C00019,2025-11-01,1,16.0495,40.2037,82.5,1.2924,0.1405
C00019,2025-11-02,2,16.637,41.0005,84.5073,1.4618,0.2817
C00019,2025-11-03,3,15.4793,39.6027,81.4513,1.1827,0.1602
C00019,2025-11-04,4,13.9026,37.1817,81.1754,1.169,0.0763
C00019,2025-11-05,5,13.4832,34.6193,78.2927,0.8478,0.3441
C00019,2025-11-06,6,13.179,35.0591,78.8434,0.8668,0.0332
C00019,2025-11-07,7,14.235,38.739,81.2301,1.1976,0.2691
C00019,2025-11-08,8,15.5246,40.3056,83.0911,1.4125,0.1736
C00019,2025-11-09,9,15.3283,39.9712,83.2154,1.3274,0.0318
C00019,2025-11-10,10,14.6838,38.2827,80.4031,1.1665,0.0326
C00019,2025-11-11,11,12.8539,35.0343,78.3884,1.2734,0.2929
C00019,2025-11-12,12,11.9998,34.5607,78.4347,0.9819,0.2779
C00019,2025-11-13,13,11.9936,34.2607,77.8702,1.1367,0.3403
C00019,2025-11-14,14,13.473,37.9345,79.2903,1.2283,0.0881
C00019,2025-11-15,15,15.2627,38.863,80.7366,1.3286,0.0573
C00019,2025-11-16,16,14.8547,38.705,83.076,1.5135,0.3548
C00019,2025-11-17,17,14.8055,38.6474,81.1052,1.3554,0.3581
C00019,2025-11-18,18,13.2645,36.6297,80.1106,1.2606,0.1806
C00019,2025-11-19,19,12.4675,35.0803,77.2202,0.8374,0.0436
C00019,2025-11-20,20,13.1194,36.539,79.6199,0.9208,0.1305
C00019,2025-11-21,21,14.8668,37.42,79.4753,1.3096,0.1069
C00019,2025-11-22,22,15.5606,39.7072,83.4855,1.2094,0.346
C00019,2025-11-23,23,16.4379,39.5933,84.3154,1.3214,0.3515
C00019,2025-11-24,24,15.9771,39.7161,82.4335,1.1773,0.2774
C00019,2025-11-25,25,14.9663,36.307,80.1934,1.0044,0.2365
C00019,2025-11-26,26,13.6427,34.9608,81.3882,1.0388,0.2522
C00019,2025-11-27,27,14.5246,36.9494,80.8766,0.8532,0.1888
C00019,2025-11-28,28,15.9108,38.2226,83.7479,1.3329,0.3241
C00019,2025-11-29,29,17.138,41.1486,85.1383,1.2829,0.0977
C00019,2025-11-30,30,17.5789,39.5615,85.2303,1.3967,0.2093
C00019,2025-12-01,31,16.6618,39.0488,83.8901,1.1684,0.3618
C00019,2025-12-02,32,15.4264,37.1537,82.2063,0.9188,0.0938
C00019,2025-12-03,33,14.3961,35.5399,80.8773,0.889,0.212
C00019,2025-12-04,34,14.3047,36.2071,81.1192,0.9697,0.1946
C00019,2025-12-05,35,15.4145,38.3916,81.7725,1.3176,0.1179
C00019,2025-12-06,36,16.5009,38.803,83.6459,1.2643,0.055
C00019,2025-12-07,37,16.7419,39.3343,83.4136,1.3616,0.071
C00019,2025-12-08,38,16.3434,37.7538,83.2293,1.169,0.1949
C00019,2025-12-09,39,14.8387,37.1544,80.5753,1.1739,0.2949
C00019,2025-12-10,40,13.2101,35.1444,79.5076,0.9389,0.2617
C00019,2025-12-11,41,13.1859,20.8238,68.4608,1.0647,0.1774
C00019,2025-12-12,42,14.5931,20.3278,70.0551,1.3455,0.1102
C00019,2025-12-13,43,15.5016,20.3255,72.3132,1.5287,0.0896
C00019,2025-12-14,44,16.2879,20.6857,70.6971,1.5054,0.1443
C00019,2025-12-15,45,15.5251,17.8704,71.2467,1.4257,0.1534
C00020,2025-11-01,1,18.0741,43.7727,83.995,1.5223,0.3527
C00020,2025-11-02,2,18.4057,44.1706,85.5138,1.8101,0.095
C00020,2025-11-03,3,17.3231,41.9663,83.6856,1.4903,0.1636
C00020,2025-11-04,4,16.2782,39.9672,82.2694,1.5052,0.1971
C00020,2025-11-05,5,15.2433,40.1318,80.9968,1.1417,0.0781
C00020,2025-11-06,6,15.5422,39.7745,82.6557,1.3702,0.098
C00020,2025-11-07,7,16.1393,40.1998,81.4896,1.6063,0.262
C00020,2025-11-08,8,17.1106,42.4985,84.7365,1.492,0.1619
C00020,2025-11-09,9,17.3865,43.3667,85.2438,1.6159,0.1566
C00020,2025-11-10,10,16.5,41.9262,81.922,1.6873,0.08
C00020,2025-11-11,11,15.3358,40.3265,80.6581,1.366,0.4112
C00020,2025-11-12,12,14.2685,37.6907,79.8393,1.4246,0.3142
C00020,2025-11-13,13,14.1912,38.777,80.6406,1.3469,0.2674
C00020,2025-11-14,14,15.7308,40.6223,81.1831,1.415,0.2589
C00020,2025-11-15,15,17.2502,41.9703,82.8297,1.5555,0.1763
C00020,2025-11-16,16,16.8896,43.2515,84.5987,1.6283,0.2342
C00020,2025-11-17,17,16.1245,42.287,83.947,1.5572,0.0732
C00020,2025-11-18,18,15.2451,38.9802,80.4371,1.1971,0.2008
C00020,2025-11-19,19,14.5235,38.4225,80.0489,1.1343,0.328
C00020,2025-11-20,20,14.9998,38.5842,80.2609,1.27,0.1538
C00020,2025-11-21,21,16.795,41.6856,83.5093,1.5365,0.1696
C00020,2025-11-22,22,18.2455,43.4044,84.1426,1.7693,0.1338
C00020,2025-11-23,23,18.3696,43.6167,85.341,1.6025,0.288
C00020,2025-11-24,24,17.6313,41.1569,82.9753,1.578,0.1351
C00020,2025-11-25,25,16.3728,39.8443,83.4282,1.4563,0.1515
C00020,2025-11-26,26,15.7379,39.2119,81.569,1.1877,0.3498
C00020,2025-11-27,27,16.9704,39.6882,83.3764,1.2369,0.3652
C00020,2025-11-28,28,18.3087,40.6628,84.9607,1.3157,0.2346
C00020,2025-11-29,29,18.9692,44.2343,86.6617,1.7602,0.1127
C00020,2025-11-30,30,19.8512,43.3901,86.9518,1.664,0.3282
C00020,2025-12-01,31,18.3397,42.5965,85.9271,1.5731,0.4137
C00020,2025-12-02,32,17.3235,41.0407,82.9504,1.3108,0.2902
C00020,2025-12-03,33,16.0112,40.2863,82.4201,1.1667,0.2935
C00020,2025-12-04,34,16.3701,40.5227,83.6208,1.1964,0.1095
C00020,2025-12-05,35,17.8946,40.9639,82.9986,1.3894,0.1119
C00020,2025-12-06,36,19.1493,41.9342,83.951,1.7441,0.2363
C00020,2025-12-07,37,19.1356,43.0326,84.2539,1.5613,0.102
C00020,2025-12-08,38,18.1369,42.8726,85.5649,1.6105,0.0909
C00020,2025-12-09,39,16.6228,40.2287,83.1438,1.2398,0.1514
C00020,2025-12-10,40,15.9236,39.0425,81.8364,1.3655,0.2236
C00020,2025-12-11,41,15.4055,23.9497,69.9293,1.1665,0.3845
C00020,2025-12-12,42,16.8287,23.8962,71.1113,1.5409,0.1364
C00020,2025-12-13,43,17.7517,24.2236,73.7353,1.5611,0.361
C00020,2025-12-14,44,18.6926,23.8776,72.2013,1.5603,0.1735
C00020,2025-12-15,45,17.2562,21.0056,70.9864,1.6151,0.2027
C00021,2025-11-01,1,20.0832,45.8241,87.7886,0.6214,0.0036
C00021,2025-11-02,2,20.851,47.6301,87.2223,0.524,0.1034
C00021,2025-11-03,3,19.7251,46.0775,86.3148,0.3816,0.1443
C00021,2025-11-04,4,17.8974,43.9215,83.0104,0.3752,0.0
C00021,2025-11-05,5,17.6013,41.8522,82.9967,0.0,0.1199
C00021,2025-11-06,6,17.7399,43.1655,83.2947,0.2505,0.0096
C00021,2025-11-07,7,18.4188,44.7063,83.3094,0.5049,0.0
C00021,2025-11-08,8,19.6291,46.9825,84.6184,0.6304,0.0
C00021,2025-11-09,9,19.849,47.3902,85.7291,0.5173,0.168
C00021,2025-11-10,10,19.0855,44.5327,83.4682,0.2908,0.0264
C00021,2025-11-11,11,17.6887,43.947,81.8195,0.3356,0.1061
C00021,2025-11-12,12,16.0525,41.649,81.0903,0.1806,0.0
C00021,2025-11-13,13,16.8062,41.7757,80.9691,0.2279,0.0453
C00021,2025-11-14,14,17.7725,44.0788,84.5879,0.2301,0.0
C00021,2025-11-15,15,18.9873,45.1407,84.0484,0.7014,0.0751
C00021,2025-11-16,16,19.3066,45.551,86.8005,0.5014,0.0501
C00021,2025-11-17,17,18.9048,44.6057,85.1279,0.4845,0.1171
C00021,2025-11-18,18,17.1502,43.4203,84.1829,0.166,0.2566
C00021,2025-11-19,19,16.6556,41.4629,82.7773,0.3094,0.1285
C00021,2025-11-20,20,17.2149,43.3373,82.1697,0.1061,0.0
C00021,2025-11-21,21,18.977,43.1314,85.3495,0.4183,0.0166
C00021,2025-11-22,22,20.1752,46.249,87.3791,0.3977,0.0
C00021,2025-11-23,23,20.5291,45.92,86.4392,0.5941,0.0015
C00021,2025-11-24,24,20.2923,44.7164,85.7557,0.5959,0.177
C00021,2025-11-25,25,19.032,44.3965,83.7097,0.3718,0.1614
C00021,2025-11-26,26,18.2209,43.5229,84.0783,0.0637,0.1758
C00021,2025-11-27,27,18.6908,42.2407,83.117,0.2755,0.0418
C00021,2025-11-28,28,20.2876,44.8558,87.0188,0.4831,0.0
C00021,2025-11-29,29,21.4838,47.108,86.2055,0.6219,0.0539
C00021,2025-11-30,30,21.5342,46.3329,88.1042,0.4383,0.0958
C00021,2025-12-01,31,20.6083,45.0938,87.6168,0.4069,0.076
C00021,2025-12-02,32,19.5336,44.052,84.4984,0.1789,0.058
C00021,2025-12-03,33,18.1922,41.8056,84.3616,0.0,0.0597
C00021,2025-12-04,34,18.3679,43.0742,85.1693,0.0449,0.0
C00021,2025-12-05,35,19.9284,44.7233,86.1563,0.2406,0.1356
C00021,2025-12-06,36,21.2011,45.8563,85.834,0.6216,0.0332
C00021,2025-12-07,37,21.5307,45.8126,87.6842,0.537,0.0419
C00021,2025-12-08,38,19.9688,45.5313,84.6412,0.3752,0.2657
C00021,2025-12-09,39,18.6973,44.2641,83.9659,0.127,0.0
C00021,2025-12-10,40,17.8765,41.147,82.5643,0.2283,0.2185
C00021,2025-12-11,41,17.433,25.9534,73.3835,0.3316,0.2241
C00021,2025-12-12,42,19.23,26.3639,74.0287,0.2101,0.0775
C00021,2025-12-13,43,19.7042,27.3186,74.991,0.4154,0.1031
C00021,2025-12-14,44,20.2023,27.1203,75.8522,0.4354,0.1646
C00021,2025-12-15,45,19.1358,24.8805,74.6423,0.2811,0.0
C00022,2025-11-01,1,22.2719,27.1191,88.9197,0.6411,0.1992
C00022,2025-11-02,2,22.3096,26.6368,88.2729,0.9712,0.201
C00022,2025-11-03,3,22.1552,24.5062,88.827,0.7792,0.0509
C00022,2025-11-04,4,20.2406,24.519,84.9026,0.4681,0.2734
C00022,2025-11-05,5,19.3935,21.4178,84.8395,0.4004,0.2942
C00022,2025-11-06,6,19.1065,21.8624,85.1048,0.3981,0.1077
C00022,2025-11-07,7,20.3304,23.7361,85.8963,0.6751,0.0527
C00022,2025-11-08,8,22.1673,25.7278,88.4678,0.8473,0.2775
C00022,2025-11-09,9,22.2481,26.7187,86.4469,0.8643,0.0681
C00022,2025-11-10,10,20.5808,25.5217,86.9938,0.5771,0.1038
C00022,2025-11-11,11,19.8031,22.7811,85.099,0.4364,0.0541
C00022,2025-11-12,12,18.1195,22.2265,84.741,0.3541,0.1598
C00022,2025-11-13,13,18.418,20.7672,83.9894,0.566,0.2719
C00022,2025-11-14,14,19.7378,23.7666,85.3827,0.4987,0.3185
C00022,2025-11-15,15,21.6041,24.3175,88.018,0.9522,0.0811
C00022,2025-11-16,16,21.5912,26.5446,86.1559,0.7788,0.2779
C00022,2025-11-17,17,20.9714,24.9424,87.3598,0.6945,0.1139
C00022,2025-11-18,18,19.4564,23.39,85.8933,0.6905,0.0658
C00022,2025-11-19,19,19.0541,20.4242,83.0609,0.51,0.1842
C00022,2025-11-20,20,19.0892,21.9993,83.7711,0.3616,0.2106
C00022,2025-11-21,21,20.6302,24.1976,86.1826,0.6308,0.1816
C00022,2025-11-22,22,22.4177,25.4478,88.9725,0.7989,0.0181
C00022,2025-11-23,23,22.4829,25.2864,89.3521,0.6699,0.0645
C00022,2025-11-24,24,22.0341,25.7475,89.2034,0.8183,0.0
C00022,2025-11-25,25,21.3152,24.4204,87.4536,0.5309,0.0837
C00022,2025-11-26,26,20.2141,21.669,85.3453,0.2506,0.2274
C00022,2025-11-27,27,20.6145,22.3565,86.4727,0.5453,0.1778
C00022,2025-11-28,28,22.1249,25.4662,88.5923,0.6374,0.1281
C00022,2025-11-29,29,23.7406,25.4762,90.7618,0.8087,0.1085
C00022,2025-11-30,30,24.0215,27.0693,89.8375,0.8915,0.0
C00022,2025-12-01,31,22.7716,25.4583,88.2211,0.8434,0.1315
C00022,2025-12-02,32,21.4782,23.8904,85.8293,0.5407,0.0198
C00022,2025-12-03,33,20.9201,22.2177,86.585,0.2763,0.2426
C00022,2025-12-04,34,21.2353,23.1016,85.1814,0.4269,0.1278
C00022,2025-12-05,35,21.686,24.5487,88.1254,0.5227,0.1291
C00022,2025-12-06,36,22.8641,26.4363,89.9735,0.9087,0.2214
C00022,2025-12-07,37,22.9102,25.4667,88.8617,0.7951,0.1533
C00022,2025-12-08,38,22.1258,25.5651,87.8061,0.8874,0.1025
C00022,2025-12-09,39,20.5852,23.3759,87.082,0.5581,0.2008
C00022,2025-12-10,40,19.3752,22.2191,83.8185,0.4919,0.1169
C00022,2025-12-11,41,19.7104,7.1244,73.776,0.5035,0.0111
C00022,2025-12-12,42,20.7103,6.38,75.6293,0.5411,0.1305
C00022,2025-12-13,43,22.5536,7.6544,75.3007,0.9398,0.0533
C00022,2025-12-14,44,22.5995,6.7042,76.7568,0.6931,0.18
C00022,2025-12-15,45,21.4395,4.4021,76.3197,0.7462,0.2588
C00023,2025-11-01,1,24.1603,29.1091,71.0186,0.9152,0.3188
C00023,2025-11-02,2,25.0024,31.0254,70.3489,1.2758,0.0372
C00023,2025-11-03,3,23.8526,28.2564,70.2802,1.0454,0.262
C00023,2025-11-04,4,22.5335,27.5025,67.1204,0.7985,0.2226
C00023,2025-11-05,5,21.8534,24.6125,66.2757,0.6482,0.1526
C00023,2025-11-06,6,21.2481,25.6582,67.1638,0.6634,0.0671
C00023,2025-11-07,7,22.9142,26.9769,68.3867,0.9189,0.2635
C00023,2025-11-08,8,23.9377,28.2655,70.2377,1.1284,0.3655
C00023,2025-11-09,9,23.9821,29.8411,70.9793,1.2995,0.1205
C00023,2025-11-10,10,23.0922,27.6442,68.6255,1.1837,0.1438
C00023,2025-11-11,11,21.1553,26.0715,66.8028,0.862,0.1924
C00023,2025-11-12,12,20.2439,24.832,66.1778,0.868,0.0206
C00023,2025-11-13,13,20.3535,25.2383,64.8038,0.8633,0.2998
C00023,2025-11-14,14,22.4588,26.5262,66.8507,0.9317,0.2431
C00023,2025-11-15,15,22.8361,27.8408,68.194,1.1865,0.1277
C00023,2025-11-16,16,23.6456,28.5703,67.8416,1.1914,0.1395
C00023,2025-11-17,17,23.069,28.0136,66.977,0.8887,0.1357
C00023,2025-11-18,18,21.4618,26.2152,67.955,0.9216,0.246
C00023,2025-11-19,19,20.8862,24.9691,67.0414,0.7088,0.1373
C00023,2025-11-20,20,21.6547,25.0625,67.2038,0.8586,0.1248
C00023,2025-11-21,21,23.0594,26.7778,68.3486,0.805,0.2599
C00023,2025-11-22,22,24.5964,29.9787,69.5766,1.2511,0.1182
C00023,2025-11-23,23,24.437,30.7795,70.9656,1.2478,0.2198
C00023,2025-11-24,24,24.1129,28.8237,70.8572,1.096,0.2668
C00023,2025-11-25,25,22.8638,25.7216,68.1845,0.8135,0.1032
C00023,2025-11-26,26,22.309,26.6177,66.8169,0.6244,0.0593
C00023,2025-11-27,27,23.0786,26.7792,69.3178,0.7178,0.0287
C00023,2025-11-28,28,24.1866,28.0396,68.9215,1.0625,0.2764
C00023,2025-11-29,29,25.5675,30.4891,70.3747,1.2159,0.3077
C00023,2025-11-30,30,26.3041,30.7311,70.764,1.2053,0.1808
C00023,2025-12-01,31,25.2519,29.1318,69.3798,1.1611,0.2605
C00023,2025-12-02,32,23.7328,26.1331,68.9838,0.6512,0.2022
C00023,2025-12-03,33,22.8663,25.3114,68.1787,0.6279,0.3322
C00023,2025-12-04,34,22.7801,25.3938,67.5772,0.6729,0.1744
C00023,2025-12-05,35,23.7309,26.9785,68.8962,0.7355,0.238
C00023,2025-12-06,36,25.2017,28.769,70.4143,1.0167,0.0695
C00023,2025-12-07,37,25.5329,29.2387,70.2889,0.9701,0.2346
C00023,2025-12-08,38,24.185,28.2008,68.7376,0.9949,0.2564
C00023,2025-12-09,39,22.438,25.2041,67.7218,0.699,0.2286
C00023,2025-12-10,40,21.8736,25.5472,67.2759,0.7374,0.1294
C00023,2025-12-11,41,22.2675,10.4018,56.4049,0.7501,0.3608
C00023,2025-12-12,42,23.3721,10.3582,56.2551,1.0226,0.3419
C00023,2025-12-13,43,24.3052,10.861,59.2011,1.1577,0.1829
C00023,2025-12-14,44,24.3781,9.55,60.0195,1.1666,0.3395
C00023,2025-12-15,45,23.6721,8.1371,58.4469,1.1094,0.3288
C00024,2025-11-01,1,26.6242,32.2495,72.3204,1.3085,0.2314
C00024,2025-11-02,2,26.6558,34.2713,73.0057,1.2703,0.106
C00024,2025-11-03,3,26.3131,33.0171,71.1107,1.3393,0.3474
C00024,2025-11-04,4,24.5775,30.0523,69.5813,1.1381,0.2618
C00024,2025-11-05,5,23.9916,28.6521,68.1916,1.0885,0.2768
C00024,2025-11-06,6,23.9931,29.0759,69.627,1.034,0.1527
C00024,2025-11-07,7,24.9854,29.9445,71.3174,1.2167,0.2403
C00024,2025-11-08,8,26.0198,32.4434,71.5487,1.4779,0.1317
C00024,2025-11-09,9,26.5071,31.8792,70.4689,1.5175,0.34
C00024,2025-11-10,10,24.9852,31.4354,70.8028,1.138,0.356
C00024,2025-11-11,11,23.9371,30.2208,68.9287,0.9146,0.1214
C00024,2025-11-12,12,22.3163,28.0601,67.0857,1.0036,0.1385
C00024,2025-11-13,13,23.0452,27.9588,67.8704,1.1668,0.1766
C00024,2025-11-14,14,24.5087,29.9717,70.4673,1.1339,0.1013
C00024,2025-11-15,15,24.9332,32.9683,70.3372,1.2279,0.173
C00024,2025-11-16,16,25.6219,32.4652,69.7732,1.4777,0.3573
C00024,2025-11-17,17,24.8403,31.9532,71.1194,1.1901,0.3158
C00024,2025-11-18,18,23.6125,28.8356,68.2615,1.0519,0.2608
C00024,2025-11-19,19,23.1491,28.034,66.8706,0.934,0.3936
C00024,2025-11-20,20,23.805,27.8912,69.7174,1.0792,0.117
C00024,2025-11-21,21,24.5715,29.5182,70.6678,1.1852,0.2229
C00024,2025-11-22,22,26.8681,31.6113,72.1848,1.3317,0.2296
C00024,2025-11-23,23,27.219,33.3452,72.2033,1.2892,0.2483
C00024,2025-11-24,24,26.3592,31.9043,71.2312,1.1723,0.2816
C00024,2025-11-25,25,25.2009,30.915,69.4885,1.0952,0.2138
C00024,2025-11-26,26,24.4939,28.7334,70.7507,1.0,0.3167
C00024,2025-11-27,27,24.574,29.5275,70.4938,0.8891,0.326
C00024,2025-11-28,28,26.7374,32.5036,72.3697,1.1774,0.0974
C00024,2025-11-29,29,27.9972,32.3775,73.0963,1.449,0.4061
C00024,2025-11-30,30,27.6302,34.0364,74.427,1.337,0.0885
C00024,2025-12-01,31,27.0187,33.0954,72.4812,1.29,0.2342
C00024,2025-12-02,32,25.9584,30.2678,72.1661,1.2019,0.1712
C00024,2025-12-03,33,24.405,30.0543,70.4599,1.0572,0.2673
C00024,2025-12-04,34,24.6466,29.4111,69.076,0.8566,0.4166
C00024,2025-12-05,35,26.453,31.4235,70.7331,1.0397,0.247
C00024,2025-12-06,36,27.6053,32.3258,71.6045,1.2832,0.3703
C00024,2025-12-07,37,27.0117,32.2609,71.8923,1.4375,0.1229
C00024,2025-12-08,38,26.3821,32.402,70.9049,1.3577,0.2397
C00024,2025-12-09,39,25.1621,30.3822,69.2877,0.9449,0.1208
C00024,2025-12-10,40,24.2807,27.4468,68.5063,1.1532,0.3396
C00024,2025-12-11,41,23.846,13.2018,58.1117,0.9139,0.327
C00024,2025-12-12,42,25.1025,14.1467,59.8014,1.0518,0.1287
C00024,2025-12-13,43,26.3426,13.9217,61.1738,1.4529,0.2564
C00024,2025-12-14,44,26.6114,14.01,60.7373,1.2767,0.3746
C00024,2025-12-15,45,25.4299,12.0378,59.6411,1.3497,0.4066
C00025,2025-11-01,1,28.9309,35.6732,75.359,1.6915,0.2547
C00025,2025-11-02,2,28.9907,38.0015,75.5167,1.6251,0.0135
C00025,2025-11-03,3,27.7658,36.1038,73.0935,1.6638,0.1822
C00025,2025-11-04,4,26.8589,33.8657,70.7695,1.316,0.1616
C00025,2025-11-05,5,25.377,32.4124,70.9215,1.3749,0.0
C00025,2025-11-06,6,25.4751,31.7467,70.4711,1.197,0.0192
C00025,2025-11-07,7,26.6628,33.2253,70.7684,1.6279,0.1498
C00025,2025-11-08,8,28.3388,36.9161,73.5811,1.7169,0.0
C00025,2025-11-09,9,28.5176,35.4118,73.8023,1.8284,0.1181
C00025,2025-11-10,10,27.6147,35.7191,72.7022,1.4767,0.0834
C00025,2025-11-11,11,26.0811,33.039,71.5311,1.294,0.0694
C00025,2025-11-12,12,25.0951,31.9851,68.6992,1.1338,0.0
C00025,2025-11-13,13,25.2313,31.5045,69.0051,1.1396,0.2545
C00025,2025-11-14,14,25.9979,33.3846,70.8929,1.6243,0.1336
C00025,2025-11-15,15,27.1865,35.2807,71.4083,1.7387,0.0
C00025,2025-11-16,16,27.9686,36.6654,73.4275,1.5417,0.0
C00025,2025-11-17,17,27.1312,34.0098,71.7439,1.7082,0.0
C00025,2025-11-18,18,25.934,33.5881,70.8506,1.2905,0.165
C00025,2025-11-19,19,25.4671,31.6535,69.5867,1.4139,0.0917
C00025,2025-11-20,20,25.5415,32.8087,70.9111,1.4007,0.109
C00025,2025-11-21,21,26.6099,34.9828,72.7384,1.4635,0.1185
C00025,2025-11-22,22,28.9184,35.6147,74.0956,1.6062,0.1413
C00025,2025-11-23,23,29.4719,35.615,74.3083,1.8504,0.0
C00025,2025-11-24,24,28.376,36.0006,73.8501,1.449,0.0
C00025,2025-11-25,25,27.1265,32.8723,72.5741,1.5173,0.1407
C00025,2025-11-26,26,26.4257,31.5128,71.5835,1.3402,0.0
C00025,2025-11-27,27,26.746,33.4515,72.0207,1.2941,0.0
C00025,2025-11-28,28,28.4387,34.4165,73.4839,1.5903,0.0773
C00025,2025-11-29,29,30.1925,35.6644,73.7304,1.7456,0.0
C00025,2025-11-30,30,29.7663,37.818,75.8608,1.6695,0.1573
C00025,2025-12-01,31,29.5964,35.1103,74.5905,1.7184,0.0
C00025,2025-12-02,32,27.5254,34.18,72.5959,1.525,0.0
C00025,2025-12-03,33,27.1044,31.7112,70.6439,1.0935,0.0276
C00025,2025-12-04,34,27.4056,32.7738,70.8805,1.3308,0.2062
C00025,2025-12-05,35,27.9207,34.5437,73.9677,1.3694,0.2016
C00025,2025-12-06,36,29.3226,36.8999,75.7835,1.7062,0.0335
C00025,2025-12-07,37,29.9772,36.6826,73.5879,1.8056,0.1976
C00025,2025-12-08,38,28.7679,35.3296,72.9128,1.4289,0.0
C00025,2025-12-09,39,26.9163,33.4176,71.6772,1.3525,0.244
C00025,2025-12-10,40,25.5767,30.7276,71.2903,1.296,0.1922
C00025,2025-12-11,41,25.7459,31.9047,69.1443,,0.0
C00025,2025-12-12,42,27.4785,34.4849,71.6515,,0.1904
C00025,2025-12-13,43,28.7069,34.7123,73.6761,,0.0642
C00025,2025-12-14,44,29.2138,36.0008,72.3137,,0.095
C00025,2025-12-15,45,28.3745,34.7778,73.3756,,0.0
C00026,2025-11-01,1,30.6283,39.2414,76.074,0.3764,0.0967
C00026,2025-11-02,2,31.3871,40.5692,75.5272,0.6618,0.2008
C00026,2025-11-03,3,30.0261,38.4904,76.0288,0.5121,0.309
C00026,2025-11-04,4,28.725,36.3584,73.9001,0.0901,0.1957
C00026,2025-11-05,5,27.5717,35.5639,71.7737,0.2454,0.2354
C00026,2025-11-06,6,27.5262,36.547,73.6121,0.0613,0.2449
C00026,2025-11-07,7,29.0256,36.8285,74.8172,0.4297,0.1774
C00026,2025-11-08,8,29.9802,38.6623,75.4897,0.4592,0.2426
C00026,2025-11-09,9,30.1403,38.7418,75.8301,0.6976,0.1014
C00026,2025-11-10,10,29.0428,38.1841,73.9107,0.586,0.0207
C00026,2025-11-11,11,28.1737,36.0347,71.8321,0.1237,0.2219
C00026,2025-11-12,12,26.9508,35.8376,70.1599,0.0013,0.2123
C00026,2025-11-13,13,26.6856,34.3626,72.2582,0.1631,0.0299
C00026,2025-11-14,14,28.1689,37.7654,73.0062,0.4542,0.1933
C00026,2025-11-15,15,29.6763,37.9721,75.5219,0.6498,0.0003
C00026,2025-11-16,16,30.2608,39.1339,76.0123,0.5975,0.2629
C00026,2025-11-17,17,28.9683,38.4645,74.3568,0.3542,0.0846
C00026,2025-11-18,18,27.9792,36.8978,72.4467,0.1282,0.1708
C00026,2025-11-19,19,26.7575,35.9457,70.0558,0.125,0.239
C00026,2025-11-20,20,27.2793,35.5203,71.8665,0.2853,0.2575
C00026,2025-11-21,21,29.1141,36.8128,73.8118,0.1745,0.2261
C00026,2025-11-22,22,31.0318,38.517,74.8147,0.5752,0.0018
C00026,2025-11-23,23,31.1408,39.4861,76.5806,0.6933,0.2316
C00026,2025-11-24,24,30.0843,38.7149,75.9974,0.5802,0.1119
C00026,2025-11-25,25,29.5917,36.667,73.7256,0.3026,0.2711
C00026,2025-11-26,26,28.266,36.6916,72.5438,0.0,0.1191
C00026,2025-11-27,27,28.915,37.3495,73.6793,0.284,0.2457
C00026,2025-11-28,28,30.1251,39.0773,75.849,0.1897,0.3009
C00026,2025-11-29,29,32.0035,40.9365,75.6841,0.4736,0.1867
C00026,2025-11-30,30,32.0889,39.8279,77.357,0.4086,0.2183
C00026,2025-12-01,31,31.0938,40.3414,75.4365,0.3063,0.1375
C00026,2025-12-02,32,30.3432,37.4178,75.762,0.1501,0.2308
C00026,2025-12-03,33,28.7761,35.5999,72.7102,0.2004,0.067
C00026,2025-12-04,34,28.8483,35.9297,73.564,0.1876,0.0129
C00026,2025-12-05,35,30.5638,38.3423,75.022,0.2752,0.1873
C00026,2025-12-06,36,31.759,40.5943,77.098,0.6807,0.0
C00026,2025-12-07,37,32.0017,39.8228,75.2278,0.7077,0.0709
C00026,2025-12-08,38,31.0411,37.6654,74.546,0.5164,0.1437
C00026,2025-12-09,39,29.4302,36.4313,73.6841,0.1801,0.3094
C00026,2025-12-10,40,28.1274,34.1981,71.6884,0.1153,0.1956
C00026,2025-12-11,41,28.0942,34.3719,73.3675,,0.3016
C00026,2025-12-12,42,29.5721,36.8394,73.2459,,0.0842
C00026,2025-12-13,43,30.7178,39.1918,76.0419,,0.0764
C00026,2025-12-14,44,30.5883,39.7942,74.4893,,0.1395
C00026,2025-12-15,45,30.4929,38.4914,73.1169,,0.1296
C00027,2025-11-01,1,32.666,44.416,78.3825,0.7247,0.3606
C00027,2025-11-02,2,33.5575,44.3061,78.5791,0.7197,0.1033
C00027,2025-11-03,3,31.9144,42.1608,75.9524,0.6392,0.0846
C00027,2025-11-04,4,30.9042,39.4468,74.7111,0.4783,0.1505
C00027,2025-11-05,5,29.901,38.3654,73.482,0.5669,0.1616
C00027,2025-11-06,6,30.0367,38.6379,74.105,0.3933,0.0215
C00027,2025-11-07,7,31.3537,42.1195,75.0386,0.704,0.1859
C00027,2025-11-08,8,32.0477,43.7019,78.1404,0.8285,0.0715
C00027,2025-11-09,9,32.4555,43.9212,76.8023,0.9126,0.2761
C00027,2025-11-10,10,31.7544,40.8547,75.8971,0.6564,0.1606
C00027,2025-11-11,11,30.1954,39.4148,72.8065,0.3744,0.2445
C00027,2025-11-12,12,29.0071,37.5801,74.0136,0.3356,0.0279
